Adj Datetime (Millis), Adj Datetime (Datetime), Millis, Type, Datetime, Count Rate (CPS), Count Rate Err (%), Dose Rate (μSv/hr), Dose Rate Err (%), Flags, Real Time Flags, 
2025-11-18 18:26:11.788000, 2025-11-18 18:28:11.880000, 11788, RealTimeData, 2021-01-01 00:02:11.880000, 7.2, 19.0, 6.6276044e-06, 51.8, 64, 0, 
2025-11-18 18:26:11.817000, 2025-11-18 18:28:19.130000, 11817, RawData, 2021-01-01 00:02:19.130000, 14.0, , 8.203125e-06, , , 
2025-11-18 18:26:12.254000, 2025-11-18 18:28:19.630000, 12254, RawData, 2021-01-01 00:02:19.630000, 12.0, , 3.095703e-05, , , 
2025-11-18 18:26:12.794000, 2025-11-18 18:28:12.380000, 12794, RealTimeData, 2021-01-01 00:02:12.380000, 7.3125, 18.3, 7.312012e-06, 49.6, 64, 0, 
2025-11-18 18:26:12.824000, 2025-11-18 18:28:20.130000, 12824, RawData, 2021-01-01 00:02:20.130000, 6.0, , 4.199219e-06, , , 
2025-11-18 18:26:13.266000, 2025-11-18 18:28:20.630000, 13266, RawData, 2021-01-01 00:02:20.630000, 8.0, , 1.953125e-06, , , 
2025-11-18 18:26:13.805000, 2025-11-18 18:28:12.880000, 13805, RealTimeData, 2021-01-01 00:02:12.880000, 7.352941, 17.7, 8.5535384e-06, 52.7, 64, 0, 
2025-11-18 18:26:13.835000, 2025-11-18 18:28:21.130000, 13835, RawData, 2021-01-01 00:02:21.130000, 8.0, , 5.48828136e-05, , , 
2025-11-18 18:26:14.270000, 2025-11-18 18:28:21.630000, 14270, RawData, 2021-01-01 00:02:21.630000, 6.0, , 5.957031e-06, , , 
2025-11-18 18:26:14.811000, 2025-11-18 18:28:13.380000, 14811, RealTimeData, 2021-01-01 00:02:13.380000, 7.2222224, 17.4, 8.270942e-06, 51.6, 64, 0, 
2025-11-18 18:26:14.841000, 2025-11-18 18:28:22.130000, 14841, RawData, 2021-01-01 00:02:22.130000, 4.0, , 9.765626e-07, , , 
2025-11-18 18:26:15.276000, 2025-11-18 18:28:22.630000, 15276, RawData, 2021-01-01 00:02:22.630000, 6.0, , 2.939453e-05, , , 
2025-11-18 18:26:15.720000, 2025-11-18 18:28:13.880000, 15720, RealTimeData, 2021-01-01 00:02:13.880000, 7.263158, 16.8, 9.683388e-06, 48.6, 64, 0, 
2025-11-18 18:26:15.750000, 2025-11-18 18:28:23.130000, 15750, RawData, 2021-01-01 00:02:23.130000, 10.0, , 4.0820312e-05, , , 
2025-11-18 18:26:16.288000, 2025-11-18 18:28:23.630000, 16288, RawData, 2021-01-01 00:02:23.630000, 4.0, , 6.8359376e-07, , , 
2025-11-18 18:26:16.727000, 2025-11-18 18:28:14.380000, 16727, RealTimeData, 2021-01-01 00:02:14.380000, 7.05, 16.7, 9.230957e-06, 48.4, 64, 0, 
2025-11-18 18:26:16.756000, 2025-11-18 18:28:24.130000, 16756, RawData, 2021-01-01 00:02:24.130000, 2.0, , 5.8593752e-07, , , 
2025-11-18 18:26:17.295000, 2025-11-18 18:28:24.630000, 17295, RawData, 2021-01-01 00:02:24.630000, 2.0, , 6.8359376e-07, , , 
2025-11-18 18:26:17.732000, 2025-11-18 18:28:14.880000, 17732, RealTimeData, 2021-01-01 00:02:14.880000, 6.904762, 16.4, 8.889044e-06, 47.9, 64, 0, 
2025-11-18 18:26:17.766000, 2025-11-18 18:28:25.130000, 17766, RawData, 2021-01-01 00:02:25.130000, 6.0, , 3.41796884e-06, , , 
2025-11-18 18:26:18.305000, 2025-11-18 18:28:25.630000, 18305, RawData, 2021-01-01 00:02:25.630000, 6.0, , 1.86523436e-05, , , 
2025-11-18 18:26:18.744000, 2025-11-18 18:28:15.380000, 18744, RealTimeData, 2021-01-01 00:02:15.380000, 6.909091, 16.0, 8.975497e-06, 46.0, 64, 0, 
2025-11-18 18:26:18.780000, 2025-11-18 18:28:26.130000, 18780, RawData, 2021-01-01 00:02:26.130000, 8.0, , 2.9296876e-06, , , 
2025-11-18 18:26:19.217000, 2025-11-18 18:28:26.630000, 19217, RawData, 2021-01-01 00:02:26.630000, 2.0, , 4.882813e-07, , , 
2025-11-18 18:26:19.759000, 2025-11-18 18:28:15.880000, 19759, RealTimeData, 2021-01-01 00:02:15.880000, 6.9130436, 15.7, 8.682914e-06, 45.5, 64, 0, 
2025-11-18 18:26:19.788000, 2025-11-18 18:28:27.130000, 19788, RawData, 2021-01-01 00:02:27.130000, 12.0, , 4.0039064e-06, , , 
2025-11-18 18:26:20.230000, 2025-11-18 18:28:27.630000, 20230, RawData, 2021-01-01 00:02:27.630000, 6.0, , 3.61328132e-06, , , 
2025-11-18 18:26:20.771000, 2025-11-18 18:28:16.380000, 20771, RealTimeData, 2021-01-01 00:02:16.380000, 6.9166664, 15.3, 8.437093e-06, 44.9, 64, 0, 
2025-11-18 18:26:20.801000, 2025-11-18 18:28:28.130000, 20801, RawData, 2021-01-01 00:02:28.130000, 8.0, , 1.953125e-06, , , 
2025-11-18 18:26:21.238000, 2025-11-18 18:28:28.630000, 21238, RawData, 2021-01-01 00:02:28.630000, 10.0, , 2.6367188e-06, , , 
2025-11-18 18:26:21.780000, 2025-11-18 18:28:16.880000, 21780, RealTimeData, 2021-01-01 00:02:16.880000, 7.04, 14.9, 8.392578e-06, 43.6, 64, 0, 
2025-11-18 18:26:21.808000, 2025-11-18 18:28:29.130000, 21808, RawData, 2021-01-01 00:02:29.130000, 10.0, , 1.2011718e-05, , , 
2025-11-18 18:26:22.243000, 2025-11-18 18:28:29.630000, 22243, RawData, 2021-01-01 00:02:29.630000, 2.0, , 6.8359376e-07, , , 
2025-11-18 18:26:22.788000, 2025-11-18 18:28:17.380000, 22788, RealTimeData, 2021-01-01 00:02:17.380000, 7.0384616, 14.6, 8.719577e-06, 42.3, 64, 0, 
2025-11-18 18:26:22.818000, 2025-11-18 18:28:30.130000, 22818, RawData, 2021-01-01 00:02:30.130000, 12.0, , 3.310547e-05, , , 
2025-11-18 18:26:23.255000, 2025-11-18 18:28:30.630000, 23255, RawData, 2021-01-01 00:02:30.630000, 10.0, , 2.1484376e-06, , , 
2025-11-18 18:26:23.796000, 2025-11-18 18:28:17.880000, 23796, RealTimeData, 2021-01-01 00:02:17.880000, 7.0740744, 14.3, 8.610026e-06, 41.4, 64, 0, 
2025-11-18 18:26:23.826000, 2025-11-18 18:28:31.130000, 23826, RawData, 2021-01-01 00:02:31.130000, 6.0, , 9.375e-06, , , 
2025-11-18 18:26:24.262000, 2025-11-18 18:28:31.630000, 24262, RawData, 2021-01-01 00:02:31.630000, 6.0, , 1.6601563e-06, , , 
2025-11-18 18:26:24.700000, 2025-11-18 18:28:18.380000, 24700, RealTimeData, 2021-01-01 00:02:18.380000, 7.071429, 14.0, 8.496094e-06, 40.5, 64, 0, 
2025-11-18 18:26:24.734000, 2025-11-18 18:28:32.130000, 24734, RawData, 2021-01-01 00:02:32.130000, 8.0, , 9.179687e-06, , , 
2025-11-18 18:26:25.273000, 2025-11-18 18:28:32.630000, 25273, RawData, 2021-01-01 00:02:32.630000, 12.0, , 2.0410156e-05, , , 
2025-11-18 18:26:25.712000, 2025-11-18 18:28:18.880000, 25712, RealTimeData, 2021-01-01 00:02:18.880000, 7.10344836, 13.8, 8.570178e-06, 39.4, 64, 0, 
2025-11-18 18:26:25.742000, 2025-11-18 18:28:33.130000, 25742, RawData, 2021-01-01 00:02:33.130000, 4.0, , 8.7890624e-07, , , 
2025-11-18 18:26:26.281000, 2025-11-18 18:28:33.630000, 26281, RawData, 2021-01-01 00:02:33.630000, 4.0, , 9.765626e-07, , , 
2025-11-18 18:26:26.720000, 2025-11-18 18:28:19.380000, 26720, RealTimeData, 2021-01-01 00:02:19.380000, 7.03333336, 13.6, 8.3333336e-06, 39.2, 64, 0, 
2025-11-18 18:26:26.751000, 2025-11-18 18:28:34.130000, 26751, RawData, 2021-01-01 00:02:34.130000, 6.0, , 1.953125e-06, , , 
2025-11-18 18:26:27.293000, 2025-11-18 18:28:34.630000, 27293, RawData, 2021-01-01 00:02:34.630000, 4.0, , 7.8125e-07, , , 
2025-11-18 18:26:27.731000, 2025-11-18 18:28:19.880000, 27731, RealTimeData, 2021-01-01 00:02:19.880000, 7.064516, 13.4, 8.151147e-06, 38.8, 64, 0, 
2025-11-18 18:26:27.760000, 2025-11-18 18:28:35.130000, 27760, RawData, 2021-01-01 00:02:35.130000, 12.0, , 4.5898436e-06, , , 
2025-11-18 18:26:28.297000, 2025-11-18 18:28:35.630000, 28297, RawData, 2021-01-01 00:02:35.630000, 6.0, , 1.953125e-06, , , 
2025-11-18 18:26:28.735000, 2025-11-18 18:28:20.380000, 28735, RealTimeData, 2021-01-01 00:02:20.380000, 7.0, 13.2, 7.946777e-06, 38.5, 64, 0, 
2025-11-18 18:26:28.764000, 2025-11-18 18:28:36.130000, 28764, RawData, 2021-01-01 00:02:36.130000, 4.0, , 1.2695313e-06, , , 
2025-11-18 18:26:29.200000, 2025-11-18 18:28:36.630000, 29200, RawData, 2021-01-01 00:02:36.630000, 4.0, , 9.765626e-07, , , 
2025-11-18 18:26:29.746000, 2025-11-18 18:28:20.880000, 29746, RealTimeData, 2021-01-01 00:02:20.880000, 6.969697, 13.0, 7.979699e-06, 37.6, 64, 0, 
2025-11-18 18:26:29.775000, 2025-11-18 18:28:37.130000, 29775, RawData, 2021-01-01 00:02:37.130000, 8.0, , 1.7089844e-05, , , 
2025-11-18 18:26:30.212000, 2025-11-18 18:28:37.630000, 30212, RawData, 2021-01-01 00:02:37.630000, 4.0, , 1.1718751e-06, , , 
2025-11-18 18:26:30.752000, 2025-11-18 18:28:21.380000, 30752, RealTimeData, 2021-01-01 00:02:21.380000, 6.94117636, 12.9, 7.828297e-06, 37.2, 64, 0, 
2025-11-18 18:26:30.782000, 2025-11-18 18:28:38.130000, 30782, RawData, 2021-01-01 00:02:38.130000, 8.0, , 4.4921876e-06, , , 
2025-11-18 18:26:31.219000, 2025-11-18 18:28:38.630000, 31219, RawData, 2021-01-01 00:02:38.630000, 4.0, , 1.8554688e-06, , , 
2025-11-18 18:26:31.759000, 2025-11-18 18:28:21.880000, 31759, RealTimeData, 2021-01-01 00:02:21.880000, 6.857143, 12.7, 7.9827008e-06, 36.5, 64, 0, 
2025-11-18 18:26:31.793000, 2025-11-18 18:28:39.130000, 31793, RawData, 2021-01-01 00:02:39.130000, 4.0, , 2.4609376e-05, , , 
2025-11-18 18:26:32.229000, 2025-11-18 18:28:39.630000, 32229, RawData, 2021-01-01 00:02:39.630000, 4.0, , 1.6601563e-06, , , 
2025-11-18 18:26:32.769000, 2025-11-18 18:28:22.380000, 32769, RealTimeData, 2021-01-01 00:02:22.380000, 6.75, 12.7, 7.789442e-06, 36.3, 64, 0, 
2025-11-18 18:26:32.798000, 2025-11-18 18:28:40.130000, 32798, RawData, 2021-01-01 00:02:40.130000, 2.0, , 3.90625e-07, , , 
2025-11-18 18:26:33.235000, 2025-11-18 18:28:40.630000, 33235, RawData, 2021-01-01 00:02:40.630000, 0.0, , 0.0, , , 
2025-11-18 18:26:33.776000, 2025-11-18 18:28:22.880000, 33776, RealTimeData, 2021-01-01 00:02:22.880000, 6.5945944, 12.6, 7.5841955e-06, 36.3, 64, 0, 
2025-11-18 18:26:33.806000, 2025-11-18 18:28:41.130000, 33806, RawData, 2021-01-01 00:02:41.130000, 2.0, , 3.90625e-07, , , 
2025-11-18 18:26:34.247000, 2025-11-18 18:28:41.630000, 34247, RawData, 2021-01-01 00:02:41.630000, 4.0, , 1.1718751e-06, , , 
2025-11-18 18:26:34.787000, 2025-11-18 18:28:23.380000, 34787, RealTimeData, 2021-01-01 00:02:23.380000, 6.631579, 12.4, 7.447574e-06, 36.0, 64, 0, 
2025-11-18 18:26:34.817000, 2025-11-18 18:28:42.130000, 34817, RawData, 2021-01-01 00:02:42.130000, 12.0, , 3.61328132e-06, , , 
2025-11-18 18:26:35.254000, 2025-11-18 18:28:42.630000, 35254, RawData, 2021-01-01 00:02:42.630000, 4.0, , 2.0507812e-06, , , 
2025-11-18 18:26:35.794000, 2025-11-18 18:28:23.880000, 35794, RealTimeData, 2021-01-01 00:02:23.880000, 6.74359, 12.2, 7.47571136e-06, 35.0, 64, 0, 
2025-11-18 18:26:35.824000, 2025-11-18 18:28:43.130000, 35824, RawData, 2021-01-01 00:02:43.130000, 18.0, , 1.50390632e-05, , , 
2025-11-18 18:26:36.261000, 2025-11-18 18:28:43.630000, 36261, RawData, 2021-01-01 00:02:43.630000, 10.0, , 5.2734376e-06, , , 
2025-11-18 18:26:36.804000, 2025-11-18 18:28:24.380000, 36804, RealTimeData, 2021-01-01 00:02:24.380000, 6.75, 12.0, 7.3669436e-06, 34.7, 64, 0, 
2025-11-18 18:26:36.834000, 2025-11-18 18:28:44.130000, 36834, RawData, 2021-01-01 00:02:44.130000, 4.0, , 9.765626e-07, , , 
2025-11-18 18:26:37.270000, 2025-11-18 18:28:44.630000, 37270, RawData, 2021-01-01 00:02:44.630000, 8.0, , 1.6601563e-06, , , 
2025-11-18 18:26:37.709000, 2025-11-18 18:28:24.880000, 37709, RealTimeData, 2021-01-01 00:02:24.880000, 6.756098, 11.9, 7.232517e-06, 34.5, 64, 0, 
2025-11-18 18:26:37.738000, 2025-11-18 18:28:45.130000, 37738, RawData, 2021-01-01 00:02:45.130000, 6.0, , 2.0507812e-06, , , 
2025-11-18 18:26:38.276000, 2025-11-18 18:28:45.630000, 38276, RawData, 2021-01-01 00:02:45.630000, 4.0, , 3.984375e-05, , , 
2025-11-18 18:26:38.729000, 2025-11-18 18:28:25.380000, 38729, RealTimeData, 2021-01-01 00:02:25.380000, 6.6904764, 11.8, 7.6253256e-06, 34.0, 64, 0, 
2025-11-18 18:26:38.763000, 2025-11-18 18:28:46.130000, 38763, RawData, 2021-01-01 00:02:46.130000, 4.0, , 7.6171868e-06, , , 
2025-11-18 18:26:39.300000, 2025-11-18 18:28:46.630000, 39300, RawData, 2021-01-01 00:02:46.630000, 4.0, , 1.1718751e-06, , , 
2025-11-18 18:26:39.739000, 2025-11-18 18:28:25.880000, 39739, RealTimeData, 2021-01-01 00:02:25.880000, 6.6511624, 11.7, 7.4797868e-06, 33.9, 64, 0, 
2025-11-18 18:26:39.769000, 2025-11-18 18:28:47.130000, 39769, RawData, 2021-01-01 00:02:47.130000, 6.0, , 1.5625e-06, , , 
2025-11-18 18:26:40.206000, 2025-11-18 18:28:47.630000, 40206, RawData, 2021-01-01 00:02:47.630000, 8.0, , 3.73046868e-05, , , 
2025-11-18 18:26:40.747000, 2025-11-18 18:28:26.380000, 40747, RealTimeData, 2021-01-01 00:02:26.380000, 6.659091, 11.5, 7.754794e-06, 33.6, 64, 0, 
2025-11-18 18:26:40.776000, 2025-11-18 18:28:48.130000, 40776, RawData, 2021-01-01 00:02:48.130000, 6.0, , 1.8554688e-06, , , 
2025-11-18 18:26:41.218000, 2025-11-18 18:28:48.630000, 41218, RawData, 2021-01-01 00:02:48.630000, 6.0, , 2.0507812e-06, , , 
2025-11-18 18:26:41.759000, 2025-11-18 18:28:26.880000, 41759, RealTimeData, 2021-01-01 00:02:26.880000, 6.688889, 11.4, 7.632379e-06, 33.3, 64, 0, 
2025-11-18 18:26:41.787000, 2025-11-18 18:28:49.130000, 41787, RawData, 2021-01-01 00:02:49.130000, 10.0, , 2.4414062e-06, , , 
2025-11-18 18:26:42.224000, 2025-11-18 18:28:49.630000, 42224, RawData, 2021-01-01 00:02:49.630000, 2.0, , 3.90625e-07, , , 
2025-11-18 18:26:42.762000, 2025-11-18 18:28:27.380000, 42762, RealTimeData, 2021-01-01 00:02:27.380000, 6.630435, 11.3, 7.681938e-06, 32.8, 64, 0, 
2025-11-18 18:26:42.791000, 2025-11-18 18:28:50.130000, 42791, RawData, 2021-01-01 00:02:50.130000, 6.0, , 1.9433594e-05, , , 
2025-11-18 18:26:43.228000, 2025-11-18 18:28:50.630000, 43228, RawData, 2021-01-01 00:02:50.630000, 8.0, , 3.61328132e-06, , , 
2025-11-18 18:26:43.772000, 2025-11-18 18:28:27.880000, 43772, RealTimeData, 2021-01-01 00:02:27.880000, 6.638298, 11.2, 8.231175e-06, 33.9, 64, 0, 
2025-11-18 18:26:43.801000, 2025-11-18 18:28:51.130000, 43801, RawData, 2021-01-01 00:02:51.130000, 6.0, , 6.337891e-05, , , 
2025-11-18 18:26:44.238000, 2025-11-18 18:28:51.630000, 44238, RawData, 2021-01-01 00:02:51.630000, 8.0, , 2.0214844e-05, , , 
2025-11-18 18:26:44.776000, 2025-11-18 18:28:28.380000, 44776, RealTimeData, 2021-01-01 00:02:28.380000, 6.5833336, 11.1, 8.270264e-06, 33.2, 64, 0, 
2025-11-18 18:26:44.806000, 2025-11-18 18:28:52.130000, 44806, RawData, 2021-01-01 00:02:52.130000, 0.0, , 0.0, , , 
2025-11-18 18:26:45.242000, 2025-11-18 18:28:52.630000, 45242, RawData, 2021-01-01 00:02:52.630000, 2.0, , 3.125e-05, , , 
2025-11-18 18:26:45.781000, 2025-11-18 18:28:28.880000, 45781, RealTimeData, 2021-01-01 00:02:28.880000, 6.5510208, 11.0, 8.462213e-06, 32.7, 64, 0, 
2025-11-18 18:26:45.815000, 2025-11-18 18:28:53.130000, 45815, RawData, 2021-01-01 00:02:53.130000, 8.0, , 4.1015624e-06, , , 
2025-11-18 18:26:46.252000, 2025-11-18 18:28:53.630000, 46252, RawData, 2021-01-01 00:02:53.630000, 8.0, , 3.3203126e-06, , , 
2025-11-18 18:26:46.791000, 2025-11-18 18:28:29.380000, 46791, RealTimeData, 2021-01-01 00:02:29.380000, 6.54, 10.9, 8.347656e-06, 32.5, 64, 0, 
2025-11-18 18:26:46.820000, 2025-11-18 18:28:54.130000, 46820, RawData, 2021-01-01 00:02:54.130000, 4.0, , 2.1484376e-06, , , 
2025-11-18 18:26:47.255000, 2025-11-18 18:28:54.630000, 47255, RawData, 2021-01-01 00:02:54.630000, 8.0, , 3.0273438e-06, , , 
2025-11-18 18:26:47.793000, 2025-11-18 18:28:29.880000, 47793, RealTimeData, 2021-01-01 00:02:29.880000, 6.5686272, 10.8, 8.248124e-06, 32.2, 64, 0, 
2025-11-18 18:26:47.823000, 2025-11-18 18:28:55.130000, 47823, RawData, 2021-01-01 00:02:55.130000, 8.0, , 3.515625e-06, , , 
2025-11-18 18:26:48.265000, 2025-11-18 18:28:55.630000, 48265, RawData, 2021-01-01 00:02:55.630000, 10.0, , 5.761719e-06, , , 
2025-11-18 18:26:48.703000, 2025-11-18 18:28:30.380000, 48703, RealTimeData, 2021-01-01 00:02:30.380000, 6.576923, 10.7, 8.152419e-06, 32.0, 64, 0, 
2025-11-18 18:26:48.732000, 2025-11-18 18:28:56.130000, 48732, RawData, 2021-01-01 00:02:56.130000, 4.0, , 7.8125e-07, , , 
2025-11-18 18:26:49.270000, 2025-11-18 18:28:56.630000, 49270, RawData, 2021-01-01 00:02:56.630000, 6.0, , 1.6601563e-06, , , 
2025-11-18 18:26:49.709000, 2025-11-18 18:28:30.880000, 49709, RealTimeData, 2021-01-01 00:02:30.880000, 6.6226416, 10.5, 8.2169448e-06, 31.4, 64, 0, 
2025-11-18 18:26:49.739000, 2025-11-18 18:28:57.130000, 49739, RawData, 2021-01-01 00:02:57.130000, 12.0, , 2.14843736e-05, , , 
2025-11-18 18:26:50.276000, 2025-11-18 18:28:57.630000, 50276, RawData, 2021-01-01 00:02:57.630000, 8.0, , 9.472657e-06, , , 
2025-11-18 18:26:50.715000, 2025-11-18 18:28:31.380000, 50715, RealTimeData, 2021-01-01 00:02:31.380000, 6.611111, 10.4, 8.166052e-06, 31.1, 64, 0, 
2025-11-18 18:26:50.750000, 2025-11-18 18:28:58.130000, 50750, RawData, 2021-01-01 00:02:58.130000, 4.0, , 1.4648438e-06, , , 
2025-11-18 18:26:51.288000, 2025-11-18 18:28:58.630000, 51288, RawData, 2021-01-01 00:02:58.630000, 4.0, , 2.2460938e-06, , , 
2025-11-18 18:26:51.726000, 2025-11-18 18:28:31.880000, 51726, RealTimeData, 2021-01-01 00:02:31.880000, 6.6363636, 10.3, 8.144531e-06, 30.6, 64, 0, 
2025-11-18 18:26:51.756000, 2025-11-18 18:28:59.130000, 51756, RawData, 2021-01-01 00:02:59.130000, 12.0, , 1.171875e-05, , , 
2025-11-18 18:26:52.292000, 2025-11-18 18:28:59.630000, 52292, RawData, 2021-01-01 00:02:59.630000, 6.0, , 3.808594e-05, , , 
2025-11-18 18:26:52.731000, 2025-11-18 18:28:32.380000, 52731, RealTimeData, 2021-01-01 00:02:32.380000, 6.696429, 10.2, 8.426339e-06, 30.1, 64, 0, 
2025-11-18 18:26:52.765000, 2025-11-18 18:29:00.130000, 52765, RawData, 2021-01-01 00:03:00.130000, 14.0, , 9.765625e-06, , , 
2025-11-18 18:26:53.201000, 2025-11-18 18:29:00.630000, 53201, RawData, 2021-01-01 00:03:00.630000, 10.0, , 1.9921876e-05, , , 
2025-11-18 18:26:53.741000, 2025-11-18 18:28:32.880000, 53741, RealTimeData, 2021-01-01 00:02:32.880000, 6.7017548, 10.1, 8.474678e-06, 29.6, 64, 0, 
2025-11-18 18:26:53.770000, 2025-11-18 18:29:01.130000, 53770, RawData, 2021-01-01 00:03:01.130000, 4.0, , 2.4414062e-06, , , 
2025-11-18 18:26:54.206000, 2025-11-18 18:29:01.630000, 54206, RawData, 2021-01-01 00:03:01.630000, 6.0, , 2.734375e-06, , , 
2025-11-18 18:26:54.746000, 2025-11-18 18:28:33.380000, 54746, RealTimeData, 2021-01-01 00:02:33.380000, 6.6896552, 10.0, 8.364763e-06, 29.5, 64, 0, 
2025-11-18 18:26:54.776000, 2025-11-18 18:29:02.130000, 54776, RawData, 2021-01-01 00:03:02.130000, 6.0, , 1.4648438e-06, , , 
2025-11-18 18:26:55.216000, 2025-11-18 18:29:02.630000, 55216, RawData, 2021-01-01 00:03:02.630000, 8.0, , 4.980469e-06, , , 
2025-11-18 18:26:55.754000, 2025-11-18 18:28:33.880000, 55754, RealTimeData, 2021-01-01 00:02:33.880000, 6.7288136, 9.9, 8.482853e-06, 29.0, 64, 0, 
2025-11-18 18:26:55.783000, 2025-11-18 18:29:03.130000, 55783, RawData, 2021-01-01 00:03:03.130000, 10.0, , 2.5683594e-05, , , 
2025-11-18 18:26:56.219000, 2025-11-18 18:29:03.630000, 56219, RawData, 2021-01-01 00:03:03.630000, 8.0, , 3.7207032e-05, , , 
2025-11-18 18:26:56.759000, 2025-11-18 18:28:34.380000, 56759, RealTimeData, 2021-01-01 00:02:34.380000, 6.766667, 9.8, 8.738607e-06, 28.5, 64, 0, 
2025-11-18 18:26:56.788000, 2025-11-18 18:29:04.130000, 56788, RawData, 2021-01-01 00:03:04.130000, 10.0, , 1.0449219e-05, , , 
2025-11-18 18:26:57.225000, 2025-11-18 18:29:04.630000, 57225, RawData, 2021-01-01 00:03:04.630000, 18.0, , 1.1914062e-05, , , 
2025-11-18 18:26:57.770000, 2025-11-18 18:28:34.880000, 57770, RealTimeData, 2021-01-01 00:02:34.880000, 6.8688532, 9.6, 8.832288e-06, 27.9, 64, 0, 
2025-11-18 18:26:57.799000, 2025-11-18 18:29:05.130000, 57799, RawData, 2021-01-01 00:03:05.130000, 8.0, , 1.6992188e-05, , , 
2025-11-18 18:26:58.249000, 2025-11-18 18:29:05.630000, 58249, RawData, 2021-01-01 00:03:05.630000, 2.0, , 3.90625e-07, , , 
2025-11-18 18:26:58.788000, 2025-11-18 18:28:35.380000, 58788, RealTimeData, 2021-01-01 00:02:35.380000, 6.806452, 9.6, 8.707945e-06, 27.8, 64, 0, 
2025-11-18 18:26:58.817000, 2025-11-18 18:29:06.130000, 58817, RawData, 2021-01-01 00:03:06.130000, 4.0, , 1.8554688e-06, , , 
2025-11-18 18:26:59.254000, 2025-11-18 18:29:06.630000, 59254, RawData, 2021-01-01 00:03:06.630000, 4.0, , 8.7890624e-07, , , 
2025-11-18 18:26:59.794000, 2025-11-18 18:28:35.880000, 59794, RealTimeData, 2021-01-01 00:02:35.880000, 6.7777776, 9.5, 8.940197e-06, 27.4, 64, 0, 
2025-11-18 18:26:59.828000, 2025-11-18 18:29:07.130000, 59828, RawData, 2021-01-01 00:03:07.130000, 6.0, , 4.58007836e-05, , , 
2025-11-18 18:27:00.265000, 2025-11-18 18:29:07.630000, 60265, RawData, 2021-01-01 00:03:07.630000, 8.0, , 3.2226564e-06, , , 
2025-11-18 18:27:00.703000, 2025-11-18 18:28:36.380000, 60703, RealTimeData, 2021-01-01 00:02:36.380000, 6.765625, 9.5, 8.834076e-06, 27.3, 64, 0, 
2025-11-18 18:27:00.733000, 2025-11-18 18:29:08.130000, 60733, RawData, 2021-01-01 00:03:08.130000, 4.0, , 1.0742188e-06, , , 
2025-11-18 18:27:01.271000, 2025-11-18 18:29:08.630000, 61271, RawData, 2021-01-01 00:03:08.630000, 4.0, , 1.75781252e-06, , , 
2025-11-18 18:27:01.709000, 2025-11-18 18:28:36.880000, 61709, RealTimeData, 2021-01-01 00:02:36.880000, 6.753846, 9.4, 9.002404e-06, 27.1, 64, 0, 
